1,Le pape demande la libération des six religieuses enlevées à Port-au-Prince,https://lenouvelliste.com//article/246446/le-pape-demande-la-liberation-des-six-religieuses-enlevees-a-port-au-prince,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
2,"Attaques armées et images de peyi lòk à Port-au-Prince, manifestations en province",https://lenouvelliste.com//article/246403/attaques-armees-et-images-de-peyi-lok-a-port-au-prince-manifestations-en-province,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
3,"Des annonces et des promesses pour favoriser une sortie de crise en Haïti, lors de la réunion de l’OIF",https://lenouvelliste.com//article/246406/des-annonces-et-des-promesses-pour-favoriser-une-sortie-de-crise-en-haiti-lors-de-la-reunion-de-loif,"La 4e réunion du Comité ad hoc consultatif restreint sur la situation en Haïti de l’Organisation internationale de la francophonie (OIF) s’est tenue le jeudi 18 janvier 2024, à Paris. À l’initiative de la secrétaire générale de l’OIF Louise Mushikiwabo, cette rencontre a rassemblé les représentants des États et gouvernements membres de la Francophonie, dont la ministre de la Justice et de la Sécurité d’Haïti, Emmelie Prophète Milcé.",https://cdn.lenouvelliste.com/shared/skeleton-image.webp
4,"Pas de discussions réelles en vue de la sortie de crise, le Collectif du 30 janvier dénonce une campagne de propagande du pouvoir",https://lenouvelliste.com//article/246409/pas-de-discussions-reelles-en-vue-de-la-sortie-de-crise-le-collectif-du-30-janvier-denonce-une-campagne-de-propagande-du-pouvoir,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
5,Les États-Unis et le BINUH présentent le bilan de leur participation à la réunion de l’OIF,https://lenouvelliste.com//article/246411/les-etats-unis-et-le-binuh-presentent-le-bilan-de-leur-participation-a-la-reunion-de-loif,"Des acteurs clés intéressés par la résolution de la crise haïtienne ont participé, le jeudi 18 janvier 2024, à Paris, à la réunion du Comité ad hoc consultatif restreint sur la situation haïtienne convoquée par la secrétaire générale de l’Organisation internationale de la Francophonie (OIF). Lors de cette importante rencontre, plusieurs de ces acteurs ont présenté leur vision de la crise et des mécanismes à mettre en œuvre pour aider les Haïtiens à trouver une issue.",https://cdn.lenouvelliste.com/shared/skeleton-image.webp
6,Ron DeSantis abandonne la course à la Maison Blanche et soutiendra Trump,https://lenouvelliste.com//article/246449/ron-desantis-abandonne-la-course-a-la-maison-blanche-et-soutiendra-trump,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
7,Port-de-Paix : nouvelles vagues de kidnapping sur la route nationale #5,https://lenouvelliste.com//article/246445/port-de-paix-nouvelles-vagues-de-kidnapping-sur-la-route-nationale-5,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
8,"« Un accord politique n'est pas nécessairement une condition préalable pour le déploiement de la MMAS », selon Maria Isabel Salvador",https://lenouvelliste.com//article/246434/un-accord-politique-nest-pas-necessairement-une-condition-prealable-pour-le-deploiement-de-la-mmas-selon-maria-isabel-salvador,"L’accord politique souhaité par la communauté internationale depuis l’assassinat de l’ex-président Jovenel Moïse n’est pas obligatoire en vue du déploiement de la Mission multinationale d’appui à la sécurité (MMAS), c’est ce qu’a soutenu Maria Isabel Salvador, représentante spéciale du secrétaire général des Nations unies en Haïti et cheffe du Bureau intégré des Nations unies en Haïti (BINUH), à la  réunion du Comité ad hoc consultatif restreint sur la situation en Haïti, le 18 janvier 2024. À cette réunion, Mme Salvador a évoqué la situation de la Police nationale d’Haïti (PNH) et les mises en place à faire en prévision de l’arrivée de la MMAS.",https://cdn.lenouvelliste.com/shared/skeleton-image.webp
9,Sanctions onusiennes: le panel des experts en mission à Port-au-Prince ,https://lenouvelliste.com//article/246443/sanctions-onusiennes-le-panel-des-experts-en-mission-a-port-au-prince,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
10,Augmentation des plaies par balle dans les hôpitaux,https://lenouvelliste.com//article/246436/augmentation-des-plaies-par-balle-dans-les-hopitaux,"Comme à chaque période de grandes turbulences politiques ces dernières années, les gangs armés ont fait parler la poudre, entraînant une nette augmentation des plaies par balle dans les principaux hôpitaux de l'aire métropolitaine de Port-au-Prince.",https://cdn.lenouvelliste.com/shared/skeleton-image.webp
11,Haïti n'a pas besoin de nouvelles promesses,https://lenouvelliste.com//article/246444/haiti-na-pas-besoin-de-nouvelles-promesses,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
12,Six religieuses de la Congrégation des sœurs de Ste-Anne enlevées à Port-au-Prince,https://lenouvelliste.com//article/246425/six-religieuses-de-la-congregation-des-soeurs-de-ste-anne-enlevees-a-port-au-prince,,https://cdn.lenouvelliste.com/shared/skeleton-image.webp
